iso3,scenario,year,gdp_per_capita_log,urban_share,median_age,life_expectancy,government_effectiveness,control_of_corruption
PER,SSP5,2055,10.34959793,90.545,44.8,88.5,0.73676107,0.5709888
PER,SSP5,2060,10.47606745,92.067,47.5,90,0.760876034,0.5866386
PER,SSP5,2065,10.59315784,93.433,50.1,91.5,0.784943996,0.6021108
PER,SSP5,2070,10.69752434,94.631,52.7,92.9,0.804457511,0.6147082
PER,SSP5,2075,10.78877912,95.658,55.2,94.3,0.828627362,0.6294091
PER,SSP5,2080,10.87153159,96.522,57.6,95.6,0.848721922,0.6418333
PER,SSP5,2085,10.94794042,97.236,59.9,96.9,0.868381738,0.6535491
PER,SSP5,2090,11.01919922,97.819,62,98.1,0.887416234,0.6644671
PER,SSP5,2095,11.08725094,98.288,63.9,99.1,0.906222497,0.6750823
PER,SSP5,2100,11.13574673,98.663,65.7,99.9,0.906222497,0.6750823
PHL,SSP1,2030,9.425172171,57.407,28.5,76.6,0.636946275,0.4352936
PHL,SSP1,2035,9.635541156,61.906,30.4,78.1,0.666130113,0.4658474
PHL,SSP1,2040,9.823015717,66.017,32.6,79.7,0.698456988,0.495394
PHL,SSP1,2045,9.981482314,69.735,34.9,81.2,0.725125821,0.5200724
PHL,SSP1,2050,10.11984848,73.072,37.3,82.8,0.749946741,0.5418424
PHL,SSP1,2055,10.23862799,76.051,39.8,84.3,0.772990782,0.5610197
PHL,SSP1,2060,10.35376785,78.701,42.4,85.9,0.795014812,0.5785277
PHL,SSP1,2065,10.45365811,81.053,45,87.4,0.815481941,0.593783
PHL,SSP1,2070,10.5397688,83.137,47.6,89,0.832195243,0.6069814
PHL,SSP1,2075,10.61507027,84.984,50.1,90.5,0.847462451,0.6180807
PHL,SSP1,2080,10.68474374,86.621,52.5,92,0.862660039,0.6287245
PHL,SSP1,2085,10.74723758,88.071,54.9,93.4,0.877369664,0.6385322
PHL,SSP1,2090,10.80339365,89.357,57.1,94.9,0.891618982,0.6476074
PHL,SSP1,2095,10.85533993,90.498,59.3,96.2,0.901156937,0.6538859
PHL,SSP1,2100,10.88397239,91.512,61.3,97.4,0.901156937,0.6538859
PHL,SSP2,2030,9.386211238,52.491,27.9,75.5,0.594746949,0.384248
PHL,SSP2,2035,9.560570018,54.858,29.4,76.6,0.614561514,0.404729
PHL,SSP2,2040,9.709607654,57.099,30.9,77.6,0.637734134,0.4255426
PHL,SSP2,2045,9.842929949,59.216,32.5,78.7,0.656490022,0.4435966
PHL,SSP2,2050,9.959331681,61.211,34.1,79.7,0.674392832,0.460436
PHL,SSP2,2055,10.06153938,63.085,35.7,80.8,0.695206521,0.4777254
PHL,SSP2,2060,10.15579277,64.846,37.5,81.8,0.71091869,0.4917655
PHL,SSP2,2065,10.24436657,66.497,39.2,82.9,0.726804948,0.50582
PHL,SSP2,2070,10.32635465,68.046,40.9,83.9,0.746384863,0.521168
PHL,SSP2,2075,10.40243164,69.497,42.5,84.9,0.761187731,0.5335923
PHL,SSP2,2080,10.47469023,70.857,44,86,0.775922882,0.5457733
PHL,SSP2,2085,10.54146338,72.133,45.5,87,0.789765457,0.5567861
PHL,SSP2,2090,10.60155958,73.329,46.9,88.1,0.799786391,0.5660129
PHL,SSP2,2095,10.6570403,74.452,48.1,89.1,0.813316591,0.5763608
PHL,SSP2,2100,10.67504555,75.506,49.3,90.1,0.813316591,0.5763608
PHL,SSP3,2030,9.343040368,48.472,27.4,74.5,0.550574903,0.3357481
PHL,SSP3,2035,9.468522511,49.067,28.4,75,0.557092492,0.3416966
PHL,SSP3,2040,9.557241408,49.703,29.2,75.6,0.566961226,0.3487716
PHL,SSP3,2045,9.621142127,50.385,30,76.1,0.576252828,0.3554831
PHL,SSP3,2050,9.663803217,51.115,30.7,76.6,0.580132604,0.3593323
PHL,SSP3,2055,9.692218121,51.896,31.6,77.2,0.582900313,0.3622632
PHL,SSP3,2060,9.711653563,52.732,32.5,77.7,0.58508023,0.3646003
PHL,SSP3,2065,9.726060283,53.624,33.4,78.2,0.591727762,0.3692026
PHL,SSP3,2070,9.734395087,54.577,34.4,78.7,0.594236824,0.3717309
PHL,SSP3,2075,9.740451934,55.593,35.2,79.3,0.596840505,0.3743116
PHL,SSP3,2080,9.746121029,56.675,36,79.8,0.59943535,0.3768806
PHL,SSP3,2085,9.751801777,57.826,36.7,80.3,0.605830222,0.3810781
PHL,SSP3,2090,9.756554118,59.046,37.3,80.8,0.607922536,0.3831002
PHL,SSP3,2095,9.760853268,60.339,37.7,81.3,0.610456966,0.3856136
PHL,SSP3,2100,9.709468803,61.704,38,81.8,0.610456966,0.3856136
PHL,SSP5,2030,9.439512771,57.407,28.5,76.6,0.63461425,0.4171011
PHL,SSP5,2035,9.662925509,61.906,30.5,78.1,0.664589958,0.4455895
PHL,SSP5,2040,9.864629138,66.017,32.7,79.7,0.697978826,0.4742575
PHL,SSP5,2045,10.03763904,69.735,35,81.2,0.725782353,0.4989016
PHL,SSP5,2050,10.19003913,73.072,37.4,82.8,0.751729891,0.5212511
PHL,SSP5,2055,10.32205291,76.051,39.9,84.3,0.775907261,0.5414831
PHL,SSP5,2060,10.44942678,78.701,42.5,85.9,0.799113706,0.5604269
PHL,SSP5,2065,10.56099366,81.053,45.1,87.4,0.821245172,0.5778934
PHL,SSP5,2070,10.65825944,83.137,47.7,89,0.838782286,0.5925107
PHL,SSP5,2075,10.74404408,84.984,50.2,90.5,0.855740697,0.6061259
PHL,SSP5,2080,10.82352763,86.621,52.6,92,0.871743301,0.6183528
PHL,SSP5,2085,10.89562906,88.071,55,93.4,0.888057073,0.6304865
PHL,SSP5,2090,10.96136673,89.357,57.2,94.9,0.904917394,0.6425055
PHL,SSP5,2095,11.02442937,90.498,59.4,96.2,0.918271123,0.6524454
PHL,SSP5,2100,11.09207859,91.512,61.3,97.4,0.918271123,0.6524454
PNG,SSP1,2030,8.295291131,20.642,25.8,71.2,0.509391156,0.3673731
PNG,SSP1,2035,8.459988592,25.102,27.8,72.7,0.545004945,0.4049624
PNG,SSP1,2040,8.66698317,29.983,30,74.2,0.577165787,0.437362
PNG,SSP1,2045,8.891596041,35.157,32.3,75.6,0.603411692,0.4642463
PNG,SSP1,2050,9.124476486,40.472,34.7,77,0.631990006,0.4896934
PNG,SSP1,2055,9.346799737,45.772,37.3,78.4,0.659465183,0.5126409
PNG,SSP1,2060,9.560960179,50.922,39.9,79.8,0.682587487,0.5320882
PNG,SSP1,2065,9.757894143,55.814,42.4,81.2,0.708911407,0.5515252
PNG,SSP1,2070,9.933990418,60.378,45,82.6,0.730480376,0.5676725
PNG,SSP1,2075,10.08595675,64.572,47.3,84,0.754721089,0.5838701
PNG,SSP1,2080,10.2139279,68.384,49.6,85.3,0.773956498,0.5969513
PNG,SSP1,2085,10.32331053,71.82,51.7,86.7,0.792319542,0.6088837
PNG,SSP1,2090,10.42055982,74.898,53.8,88,0.810355514,0.6201115
PNG,SSP1,2095,10.50760083,77.644,55.8,89.3,0.828334943,0.630892
PNG,SSP1,2100,10.56975321,80.088,57.8,90.6,0.828334943,0.630892
PNG,SSP2,2030,8.196653604,17.325,25.1,70,0.464908713,0.3078339
PNG,SSP2,2035,8.262124018,19.604,26.6,70.9,0.484515862,0.3311759
PNG,SSP2,2040,8.350967583,22.045,28.1,71.8,0.502032204,0.3522147
PNG,SSP2,2045,8.460835157,24.631,29.7,72.7,0.518615525,0.3717458
PNG,SSP2,2050,8.581198909,27.34,31.4,73.6,0.538581553,0.3917959
PNG,SSP2,2055,8.705328938,30.144,33,74.5,0.554355254,0.4091789
PNG,SSP2,2060,8.83063887,33.015,34.6,75.4,0.569672198,0.425552
PNG,SSP2,2065,8.957902307,35.923,36.3,76.3,0.588320315,0.4425999
PNG,SSP2,2070,9.083505595,38.838,37.9,77.1,0.602748978,0.4571374
PNG,SSP2,2075,9.205132064,41.732,39.4,78,0.616837047,0.470897
PNG,SSP2,2080,9.322784477,44.581,40.9,78.9,0.63459552,0.4856895
PNG,SSP2,2085,9.436636755,47.362,42.3,79.8,0.64937895,0.4988784
PNG,SSP2,2090,9.548270313,50.06,43.7,80.7,0.664550417,0.5118668
PNG,SSP2,2095,9.65582914,52.66,44.9,81.6,0.683304869,0.5259505
PNG,SSP2,2100,9.730078205,55.152,46,82.5,0.683304869,0.5259505
PNG,SSP3,2030,8.152200783,14.226,24.6,69,0.429681996,0.2484636
PNG,SSP3,2035,8.164659778,14.717,25.6,69.3,0.435830169,0.2534911
PNG,SSP3,2040,8.193404185,15.23,26.5,69.6,0.439914879,0.2572334
PNG,SSP3,2045,8.229409329,15.763,27.4,69.9,0.443183459,0.2604625
PNG,SSP3,2050,8.266115134,16.32,28.3,70.2,0.44995313,0.2651331
PNG,SSP3,2055,8.305528126,16.9,29.2,70.5,0.45277334,0.2680687
PNG,SSP3,2060,8.342635293,17.505,30.1,70.8,0.455438439,0.2709003
PNG,SSP3,2065,8.376463611,18.136,31.2,71.1,0.45796782,0.2736401
PNG,SSP3,2070,8.401619607,18.795,32.1,71.4,0.460447277,0.2763411
PNG,SSP3,2075,8.42112924,19.483,33,71.7,0.466689305,0.2806457
PNG,SSP3,2080,8.43665961,20.201,33.7,72,0.469183675,0.2833404
PNG,SSP3,2085,8.450701789,20.951,34.4,72.3,0.471786901,0.2860947
PNG,SSP3,2090,8.464186074,21.734,34.9,72.6,0.474500841,0.2889099
PNG,SSP3,2095,8.476278136,22.552,35.3,72.9,0.477286646,0.2917619
PNG,SSP3,2100,8.43094349,23.407,35.6,73.2,0.477286646,0.2917619
PNG,SSP5,2030,8.307775729,20.642,25.9,71.2,0.499601086,0.3417021
PNG,SSP5,2035,8.496507167,25.102,28,72.7,0.533990253,0.3757772
PNG,SSP5,2040,8.729221553,29.983,30.1,74.2,0.565549665,0.4063026
PNG,SSP5,2045,8.979651361,35.157,32.5,75.6,0.591626551,0.4325532
PNG,SSP5,2050,9.237488697,40.472,34.9,77,0.62033705,0.4582954
PNG,SSP5,2055,9.483555706,45.772,37.4,78.4,0.648162222,0.4822275
PNG,SSP5,2060,9.719278442,50.922,40,79.8,0.671807603,0.50317
PNG,SSP5,2065,9.936028367,55.814,42.5,81.2,0.69878111,0.5244615
PNG,SSP5,2070,10.1303132,60.378,45,82.6,0.72108195,0.5426981
PNG,SSP5,2075,10.29911958,64.572,47.3,84,0.746762978,0.5615299
PNG,SSP5,2080,10.44306311,68.384,49.6,85.3,0.768503877,0.5779509
PNG,SSP5,2085,10.56799419,71.82,51.8,86.7,0.79026748,0.5937766
PNG,SSP5,2090,10.6806039,74.898,53.9,88,0.811896504,0.608981
PNG,SSP5,2095,10.78311975,77.644,55.9,89.3,0.833210277,0.6235159
PNG,SSP5,2100,10.86122388,80.088,57.8,90.6,0.833210277,0.6235159
POL,SSP1,2030,10.5777688,68.84,45.7,84.6,0.743141744,0.6155607
POL,SSP1,2035,10.60972186,72.636,48,86.1,0.763714903,0.6252443
POL,SSP1,2040,10.71408692,76.024,50.2,87.6,0.778997902,0.6321966
POL,SSP1,2045,10.78754321,79.027,51.8,89.1,0.796794131,0.6395932
POL,SSP1,2050,10.85625691,81.676,52.9,90.6,0.814222582,0.6468193
POL,SSP1,2055,10.89661869,84.003,53.7,92.2,0.82761075,0.6523209
POL,SSP1,2060,10.96312883,86.043,54.5,93.6,0.840561775,0.6573876
POL,SSP1,2065,11.0223074,87.826,55.9,95,0.853593157,0.6625634
POL,SSP1,2070,11.06944464,89.384,57.2,96.4,0.870431646,0.6694366
POL,SSP1,2075,11.1084329,90.743,58.5,97.7,0.883282806,0.6746166
POL,SSP1,2080,11.15045296,91.929,59.6,98.8,0.895561108,0.6792737
POL,SSP1,2085,11.19131325,92.963,60.3,99.7,0.90809315,0.684365
POL,SSP1,2090,11.23457269,93.864,60.8,100.5,0.916532936,0.6876922
POL,SSP1,2095,11.28858486,94.649,61.3,101,0.928134402,0.692084
POL,SSP1,2100,11.32550396,95.333,62,101.5,0.928134402,0.692084
POL,SSP2,2030,10.56808057,63.08,45.4,83.6,0.721607709,0.6076998
POL,SSP2,2035,10.58956356,64.553,47.5,84.6,0.73279159,0.6138876
POL,SSP2,2040,10.68301045,65.979,49.3,85.6,0.746203147,0.6202973
POL,SSP2,2045,10.74664606,67.359,50.4,86.6,0.754632128,0.623902
POL,SSP2,2050,10.80298231,68.692,50.7,87.6,0.766683224,0.6290412
POL,SSP2,2055,10.83125567,69.979,50.6,88.7,0.773909427,0.6314749
POL,SSP2,2060,10.88227606,71.219,51.2,89.7,0.785043679,0.6356216
POL,SSP2,2065,10.92882088,72.415,51.8,90.7,0.792493977,0.6382178
POL,SSP2,2070,10.96728726,73.565,52.4,91.7,0.803857618,0.6425313
POL,SSP2,2075,11.00062488,74.672,52.6,92.7,0.810852042,0.6446473
POL,SSP2,2080,11.03714545,75.736,52.4,93.6,0.821912343,0.6487996
POL,SSP2,2085,11.07270807,76.758,52,94.6,0.828461871,0.6506674
POL,SSP2,2090,11.10746684,77.739,51.9,95.5,0.839158988,0.6546224
POL,SSP2,2095,11.13798046,78.682,52.4,96.4,0.845999915,0.6569221
POL,SSP2,2100,11.13530176,79.585,53.1,97.3,0.845999915,0.6569221
POL,SSP3,2030,10.55181733,60.79,45.1,82.6,0.710808349,0.6063967
POL,SSP3,2035,10.5541751,61.197,46.8,83.1,0.720187591,0.6125481
POL,SSP3,2040,10.62925181,61.613,48,83.6,0.724581426,0.6161076
POL,SSP3,2045,10.66977821,62.037,48.3,84.1,0.732226638,0.6207383
POL,SSP3,2050,10.69858893,62.469,47.5,84.6,0.739769365,0.6253056
POL,SSP3,2055,10.69478944,62.91,46.8,85.1,0.743020957,0.6277107
POL,SSP3,2060,10.70910203,63.359,46.4,85.6,0.746443134,0.6302213
POL,SSP3,2065,10.71928869,63.817,45.9,86.1,0.749699091,0.6324053
POL,SSP3,2070,10.72508464,64.283,44.8,86.6,0.752728766,0.6342255
POL,SSP3,2075,10.72893292,64.757,43.4,87,0.755765737,0.6360503
POL,SSP3,2080,10.73487635,65.239,42.3,87.5,0.758638843,0.6377737
POL,SSP3,2085,10.74043372,65.73,41.7,88,0.761329157,0.6393839
POL,SSP3,2090,10.74674777,66.228,41.5,88.5,0.763966871,0.6409617
POL,SSP3,2095,10.7519506,66.734,41.6,89,0.766713175,0.6426066
POL,SSP3,2100,10.70861255,67.248,41.5,89.4,0.766713175,0.6426066
POL,SSP5,2030,10.58657193,68.84,45.6,84.6,0.741718047,0.6159486
POL,SSP5,2035,10.6272759,72.636,47.9,86.1,0.75924643,0.624845
POL,SSP5,2040,10.73630282,76.024,49.9,87.6,0.775723364,0.6328866
POL,SSP5,2045,10.81696492,79.027,51.5,89.1,0.794920606,0.6414693
POL,SSP5,2050,10.89264042,81.676,52.4,90.6,0.809996935,0.6482431
POL,SSP5,2055,10.94171532,84.003,53.1,92.1,0.828383457,0.6561504
POL,SSP5,2060,11.01525581,86.043,53.9,93.6,0.843017704,0.6624795
POL,SSP5,2065,11.08205826,87.826,55.3,95,0.853979154,0.6672807
POL,SSP5,2070,11.13706878,89.384,56.6,96.4,0.872615286,0.6754254
POL,SSP5,2075,11.1836727,90.743,57.9,97.6,0.886793464,0.6813333
POL,SSP5,2080,11.23426598,91.929,59,98.7,0.901196587,0.6876328
POL,SSP5,2085,11.30223908,92.963,59.8,99.7,0.911092449,0.6916648
POL,SSP5,2090,11.38196996,93.864,60.4,100.4,0.925020611,0.6977273
POL,SSP5,2095,11.4656508,94.649,61.1,101,0.934882074,0.702018
POL,SSP5,2100,11.52846439,95.333,61.9,101.4,0.934882074,0.702018
PRT,SSP1,2030,10.64666011,72.745,49.5,87.4,0.817426322,0.7443412
PRT,SSP1,2035,10.74599026,75.454,51.1,88.9,0.842505274,0.7588291
PRT,SSP1,2040,10.84496459,77.866,52.3,90.4,0.865460672,0.771779
PRT,SSP1,2045,10.9392099,80.011,53.3,91.9,0.882487409,0.7815533
PRT,SSP1,2050,11.02949522,81.922,54.2,93.4,0.901969172,0.7921297
PRT,SSP1,2055,11.10245981,83.626,55.1,94.9,0.915707057,0.7994211
PRT,SSP1,2060,11.1706304,85.147,56.1,96.4,0.932126112,0.8074308
PRT,SSP1,2065,11.22948307,86.508,57,97.8,0.948089055,0.8151582
PRT,SSP1,2070,11.29688982,87.727,57.9,99,0.959901829,0.8210344
PRT,SSP1,2075,11.3678137,88.822,58.9,100,0.974933345,0.8279617
PRT,SSP1,2080,11.43962384,89.806,60,100.8,0.985111603,0.832155
PRT,SSP1,2085,11.50958279,90.694,60.8,101.2,0.9955693,0.836745
PRT,SSP1,2090,11.57856685,91.495,61.5,101.2,1,0.8408206
PRT,SSP1,2095,11.64413771,92.219,62.2,101.2,1,0.844877
PRT,SSP1,2100,11.68401537,92.875,62.8,101.2,1,0.844877
PRT,SSP2,2030,10.63485729,69.004,49.1,86.4,0.802047089,0.7381397
PRT,SSP2,2035,10.7210742,70.325,50.4,87.4,0.823376755,0.7512482
PRT,SSP2,2040,10.80606884,71.621,51.1,88.4,0.838803989,0.7611973
PRT,SSP2,2045,10.89131317,72.892,51.5,89.4,0.855561007,0.7708047
PRT,SSP2,2050,10.9732139,74.135,51.8,90.4,0.870484632,0.7790536
PRT,SSP2,2055,11.04043746,75.347,52.1,91.4,0.879677572,0.7840256
PRT,SSP2,2060,11.0951832,76.529,52.3,92.4,0.891151297,0.7892444
PRT,SSP2,2065,11.14117056,77.677,52.3,93.4,0.902611178,0.7946784
PRT,SSP2,2070,11.17959271,78.792,52.3,94.4,0.912839409,0.7989027
PRT,SSP2,2075,11.2172482,79.871,52.3,95.4,0.922339222,0.8024523
PRT,SSP2,2080,11.26426524,80.914,52.4,96.4,0.927804095,0.804222
PRT,SSP2,2085,11.3169101,81.921,52.7,97.3,0.936560469,0.8070878
PRT,SSP2,2090,11.37241131,82.891,53.3,98.2,0.945691589,0.8104093
PRT,SSP2,2095,11.42816146,83.824,54.1,99,0.95096154,0.8120584
PRT,SSP2,2100,11.45383273,84.719,54.9,99.7,0.95096154,0.8120584
PRT,SSP3,2030,10.6285531,67.039,48.8,85.3,0.781501093,0.7306632
PRT,SSP3,2035,10.70350906,67.411,49.7,85.9,0.794959853,0.7416777
PRT,SSP3,2040,10.7745174,67.786,49.6,86.4,0.811399873,0.7538201
PRT,SSP3,2045,10.84262878,68.163,49.4,86.9,0.822692093,0.7634938
PRT,SSP3,2050,10.90379396,68.542,49,87.4,0.836293121,0.7736554
PRT,SSP3,2055,10.95151926,68.923,48.5,87.9,0.844917988,0.7812308
PRT,SSP3,2060,10.98518424,69.305,47.5,88.4,0.852267095,0.7875692
PRT,SSP3,2065,11.00832687,69.689,46.2,88.9,0.858523173,0.7927835
PRT,SSP3,2070,11.02093752,70.075,44.7,89.4,0.863313839,0.7964196
PRT,SSP3,2075,11.03028701,70.462,43.7,89.8,0.867055773,0.7989591
PRT,SSP3,2080,11.03915354,70.851,43.2,90.3,0.870667725,0.8014182
PRT,SSP3,2085,11.04803682,71.24,43.1,90.8,0.873812827,0.8033646
PRT,SSP3,2090,11.05713792,71.631,43,91.3,0.877479672,0.8058576
PRT,SSP3,2095,11.06547174,72.023,42.9,91.7,0.880802139,0.8079138
PRT,SSP3,2100,11.02598235,72.415,42.9,92.2,0.880802139,0.8079138
PRT,SSP5,2030,10.64500001,72.745,49.3,87.4,0.819339964,0.7457493
PRT,SSP5,2035,10.74502196,75.454,50.7,88.9,0.845992029,0.7614345
PRT,SSP5,2040,10.84535266,77.866,51.8,90.4,0.866808995,0.7740019
PRT,SSP5,2045,10.94217402,80.011,52.6,91.9,0.889000983,0.7862556
PRT,SSP5,2050,11.03394728,81.922,53.4,93.4,0.905042879,0.7949728
PRT,SSP5,2055,11.10881595,83.626,54.1,94.9,0.923836995,0.8046762
PRT,SSP5,2060,11.17997424,85.147,54.9,96.4,0.937137209,0.8112491
PRT,SSP5,2065,11.24655059,86.508,55.8,97.7,0.954274693,0.8197034
PRT,SSP5,2070,11.32171783,87.727,56.9,99,0.966817466,0.8258076
PRT,SSP5,2075,11.39967185,88.822,58,100,0.978702694,0.831281
PRT,SSP5,2080,11.47786504,89.806,59.3,100.8,0.989967415,0.8361467
PRT,SSP5,2085,11.55447446,90.694,60.4,101.2,1,0.8408928
PRT,SSP5,2090,11.63104259,91.495,61.4,101.2,1,0.8455912
PRT,SSP5,2095,11.70517226,92.219,62.4,101.2,1,0.8490891
PRT,SSP5,2100,11.75407401,92.875,63.2,101.2,1,0.8490891
PRY,SSP1,2030,9.747138087,71.308,29.8,79.4,0.469038899,0.3543753
PRY,SSP1,2035,9.905763532,75.05,31.8,80.9,0.508948182,0.3956228
PRY,SSP1,2040,10.0649695,78.305,34,82.4,0.546626186,0.431934
PRY,SSP1,2045,10.2095453,81.128,36.4,83.9,0.585394496,0.4651798
PRY,SSP1,2050,10.3441388,83.572,38.8,85.4,0.619168563,0.4937039
PRY,SSP1,2055,10.46168173,85.686,41.5,86.9,0.647151199,0.5171715
PRY,SSP1,2060,10.57585507,87.516,44.2,88.3,0.677534968,0.5399896
PRY,SSP1,2065,10.67515385,89.101,47.1,89.7,0.705653011,0.5600372
PRY,SSP1,2070,10.7648056,90.475,49.9,91.2,0.727959295,0.5760681
PRY,SSP1,2075,10.83990919,91.668,52.6,92.6,0.752544606,0.5918502
PRY,SSP1,2080,10.90293823,92.705,55.3,94.2,0.772085575,0.6044501
PRY,SSP1,2085,10.95344412,93.608,57.8,95.6,0.790677421,0.6158233
PRY,SSP1,2090,11.00001421,94.395,60.2,96.9,0.808035385,0.6256863
PRY,SSP1,2095,11.04239669,95.082,62.4,98,0.824920618,0.6348312
PRY,SSP1,2100,11.06788655,95.682,64.6,99,0.824920618,0.6348312
PRY,SSP2,2030,9.694323317,65.587,29.2,78.3,0.400287118,0.2758578
PRY,SSP2,2035,9.803677231,67.242,30.7,79.3,0.421952861,0.3010503
PRY,SSP2,2040,9.913221754,68.867,32.2,80.2,0.447264608,0.3266757
PRY,SSP2,2045,10.02279322,70.457,33.8,81.2,0.467589633,0.3486898
PRY,SSP2,2050,10.12643187,72.009,35.5,82.2,0.490305042,0.3703046
PRY,SSP2,2055,10.22433398,73.519,37.4,83.2,0.511624456,0.3899688
PRY,SSP2,2060,10.31628462,74.985,39.4,84.2,0.532236434,0.4084014
PRY,SSP2,2065,10.40280612,76.404,41.2,85.2,0.549276905,0.4250586
PRY,SSP2,2070,10.48420056,77.774,43,86.2,0.570736645,0.4430626
PRY,SSP2,2075,10.55824532,79.093,44.7,87.1,0.592252628,0.460485
PRY,SSP2,2080,10.62576849,80.36,46.2,88.1,0.613186508,0.4769809
PRY,SSP2,2085,10.68448679,81.574,47.6,89.1,0.632964748,0.4922418
PRY,SSP2,2090,10.73930484,82.735,48.9,90,0.651617313,0.506329
PRY,SSP2,2095,10.78908627,83.841,50.2,91,0.669713292,0.5198581
PRY,SSP2,2100,10.80707491,84.895,51.3,91.9,0.669713292,0.5198581
PRY,SSP3,2030,9.660023542,62.498,28.7,77.3,0.341759602,0.2014171
PRY,SSP3,2035,9.734838251,62.642,29.7,77.7,0.352316327,0.2092182
PRY,SSP3,2040,9.801400111,62.783,30.5,78.1,0.358612324,0.2148668
PRY,SSP3,2045,9.861994579,62.921,31.4,78.5,0.364841468,0.220689
PRY,SSP3,2050,9.910670842,63.057,32.3,78.8,0.369832493,0.2255123
PRY,SSP3,2055,9.954591524,63.19,33.3,79.2,0.377691014,0.2311605
PRY,SSP3,2060,9.990591427,63.32,34.3,79.5,0.381548508,0.235041
PRY,SSP3,2065,10.02051419,63.447,35.2,79.9,0.385477993,0.2389574
PRY,SSP3,2070,10.04290019,63.572,36,80.2,0.389070038,0.2424325
PRY,SSP3,2075,10.06027621,63.694,36.7,80.5,0.392701421,0.2459234
PRY,SSP3,2080,10.07543156,63.814,37.3,80.8,0.39633433,0.2494067
PRY,SSP3,2085,10.08708629,63.931,37.7,81.1,0.399912198,0.2528474
PRY,SSP3,2090,10.09842146,64.046,38.1,81.5,0.403469835,0.2562673
PRY,SSP3,2095,10.10804256,64.159,38.4,81.8,0.407047857,0.2596914
PRY,SSP3,2100,10.06570078,64.269,38.6,82.1,0.407047857,0.2596914
PRY,SSP5,2030,9.760528882,71.308,29.8,79.4,0.45598616,0.3254493
PRY,SSP5,2035,9.926219554,75.05,31.9,80.9,0.493893486,0.3626448
PRY,SSP5,2040,10.09348614,78.305,34.1,82.4,0.530317003,0.3967304
PRY,SSP5,2045,10.24692242,81.128,36.5,83.9,0.564511833,0.4274659
PRY,SSP5,2050,10.39037205,83.572,39,85.4,0.597972561,0.4561971
PRY,SSP5,2055,10.51696826,85.686,41.7,86.8,0.630231189,0.4828102
PRY,SSP5,2060,10.64016024,87.516,44.4,88.3,0.660422691,0.5067031
PRY,SSP5,2065,10.7488077,89.101,47.3,89.7,0.688961266,0.5287196
PRY,SSP5,2070,10.84767133,90.475,50.1,91.1,0.712278251,0.5474931
PRY,SSP5,2075,10.93166728,91.668,52.8,92.5,0.737664309,0.5657649
PRY,SSP5,2080,11.00327062,92.705,55.4,94.2,0.758504511,0.5809745
PRY,SSP5,2085,11.06252951,93.608,57.8,95.5,0.780076053,0.5962063
PRY,SSP5,2090,11.11793495,94.395,60.1,96.8,0.801585825,0.6106005
PRY,SSP5,2095,11.18754154,95.082,62.2,97.9,0.823118626,0.624503
PRY,SSP5,2100,11.25597083,95.682,64.2,98.9,0.823118626,0.624503
RWA,SSP1,2030,8.175144303,26.862,22.7,74.6,0.512237242,0.4832486
RWA,SSP1,2035,8.459821102,32.265,24.6,76.3,0.526980603,0.4920435
RWA,SSP1,2040,8.746448807,37.873,26.7,78,0.541721146,0.5002069
RWA,SSP1,2045,9.018589725,43.484,28.9,79.7,0.561733581,0.5109539
RWA,SSP1,2050,9.273519852,48.92,31.3,82.4,0.578792571,0.5204015
RWA,SSP1,2055,9.505756712,54.047,33.8,83.5,0.599787589,0.5313762
RWA,SSP1,2060,9.718925828,58.783,36.3,84.7,0.620972169,0.5424977
RWA,SSP1,2065,9.904397926,63.09,38.8,85.8,0.642075973,0.5538202
RWA,SSP1,2070,10.0674062,66.962,41.3,86.9,0.665738225,0.56581
RWA,SSP1,2075,10.20795675,70.418,43.8,88.1,0.684344536,0.5754108
RWA,SSP1,2080,10.32595289,73.489,46.3,89.3,0.701950404,0.5844134
RWA,SSP1,2085,10.42352709,76.21,48.7,90.4,0.71974957,0.593555
RWA,SSP1,2090,10.5074002,78.62,50.9,91.6,0.737386915,0.602614
RWA,SSP1,2095,10.58357034,80.755,53.1,92.8,0.75429713,0.6112393
RWA,SSP1,2100,10.63506557,82.647,55.3,93.9,0.75429713,0.6112393
RWA,SSP2,2030,8.038983184,21.953,21.9,69.4,0.477714198,0.4599401
RWA,SSP2,2035,8.170819185,24.441,23,70,0.483863126,0.4641298
RWA,SSP2,2040,8.288080448,27.044,24.1,70.7,0.490064516,0.4679161
RWA,SSP2,2045,8.397866578,29.74,25.3,71.4,0.497394752,0.4724122
RWA,SSP2,2050,8.503230586,32.501,26.6,72,0.508992589,0.4783953
RWA,SSP2,2055,8.608460397,35.303,27.9,72.7,0.518174252,0.4838344
RWA,SSP2,2060,8.712228944,38.117,29.2,73.4,0.527707754,0.4892773
RWA,SSP2,2065,8.814828717,40.918,30.5,74,0.541760039,0.4970329
RWA,SSP2,2070,8.915819982,43.683,32,74.7,0.551987642,0.5031477
RWA,SSP2,2075,9.018075752,46.393,33.4,75.4,0.565911115,0.5108413
RWA,SSP2,2080,9.122456712,49.03,34.9,76,0.57552168,0.5163676
RWA,SSP2,2085,9.225591574,51.58,36.4,76.7,0.588983642,0.5235683
RWA,SSP2,2090,9.327057607,54.035,37.8,77.4,0.602878881,0.5312685
